,Unnamed: 0,rating,id,date,views,like,title,text
3374,3427,5,wjsgkdu***예매자,2022.06.13,조회 3,"공감 0
공감하기",어 이상하다 분명 연강 문 내가 닫았는데,연강 문 닫았는데 왜 연장 앵콜 공지가 없을까요 제발 가지 마 리지 나의 하얀 새 못 보내 제발 너무 재밌고 배우님들 다 하는 극 다시 안 오면 진짜 큰일납니다
3375,3428,5,star78***예매자,2022.06.13,조회 2,"공감 0
공감하기",리지 오슷주세요,오슷 주세요 제발요 원작자분들 이거 봐주세요 제발요
3376,3429,5,yuo***예매자,2022.06.13,조회 2,"공감 0
공감하기",리지 짱,오슷 꼭 내주세요
3377,3430,5,dmsgo***예매자,2022.06.13,조회 2,"공감 0
공감하기",할 수 있어 리지,이 시대를 살아가는 우리는 모두 자신만의 도끼로 아픔을 깨부실 수 있기를
3378,3432,5,hhj3***예매자,2022.06.13,조회 2,"공감 0
공감하기",가지마,그래도 막바지에 커튼콜 함성이랑 떼창 들려중 수 있어서 행복했어 그치만 그래도 가지마
3379,3433,5,dual***예매자,2022.06.13,조회 5,"공감 0
공감하기",리지같은 뮤지컬이 많이 생겼으면 좋겠어요,이렇게 멋진 여배우들이 멋지게 채워나가는 공연을 보면서 정말 행복했어요그리고 오슷 딥디 콘서트 주세요
3380,3434,5,tjdud2***예매자,2022.06.13,조회 2,"공감 0
공감하기",오슷도 주세요라이브 후기,한국버전 오에스티 꼬옥 내줘요
3381,3435,5,tjil***예매자,2022.06.13,조회 2,"공감 0
공감하기",리지,삼연 기다릴게요
3382,3436,5,kgodgrace1***예매자,2022.06.13,조회 2,"공감 0
공감하기",리지 최고예요,재연 빨리 주실 거죠
3383,3437,5,hardyclus***예매자,2022.06.13,조회 2,"공감 0
공감하기",최고,리지 삼연 얼른 와주라
3384,3438,5,chldmsdu***예매자,2022.06.13,조회 3,"공감 0
공감하기",화려한 밴드 사운드의 락 뮤지컬 좋네요,화려한 밴드 사운드의 락 뮤지컬 좋네요
3385,3440,5,cjswot***예매자,2022.06.13,조회 2,"공감 0
공감하기",신나요,커튼콜너므신나요
3386,3441,5,nasyk***예매자,2022.06.13,조회 2,"공감 0
공감하기",화려한 밴드 사운드의 락 뮤지컬 좋네요,화려한 밴드 사운드의 락 뮤지컬 좋네요
3387,3446,5,tjdud2***예매자,2022.06.13,조회 2,"공감 0
공감하기",너무 행복했어요,3연 얼른 올려줘요
3388,3447,5,stot***예매자,2022.06.13,조회 3,"공감 0
공감하기",리지 또와요,기다립니다또오세요제발얼른 빠른시일내에
3389,3448,5,canary***예매자,2022.06.13,조회 3,"공감 0
공감하기",3연 빨리,빨리빨리
3390,3449,5,pjs3***예매자,2022.06.13,조회 2,"공감 0
공감하기",너무 좋아요,볼때마다 스트레스 잔뜩 풀고 오는 너무 좋았는데벌써 
3391,3450,5,pjs3***예매자,2022.06.13,조회 3,"공감 0
공감하기",리지,넘버들도 너무 좋고 배우님 연기도 최고고막공주라는게 너무 아쉬울 뿐이고 외국 버전 오슷 자주 듣는데 한국 버전 오슷도 나왔으면 좋겠네요
3392,3452,5,pjs3***예매자,2022.06.13,조회 3,"공감 0
공감하기",리지 최고,정말 리지 볼때마다 너무 좋네요 그런데 벌써 막공주 
3393,3453,5,sayh***예매자,2022.06.13,조회 3,"공감 0
공감하기",완벽한 뮤지컬,한국어 오슷 정말 나와야한다고 생각합니다 컷콜때 이렇게 방방 뛰면서 소리쳐본게 얼마만인지 모르겠네요 정말 재밌었습니다
3394,3454,5,seonmi7***예매자,2022.06.13,조회 2,"공감 0
공감하기",머리가 왜 없어,삼연 얼른 돌아와주세여 최고의 뮤지컬
3395,3455,5,heyo***예매자,2022.06.13,조회 2,"공감 0
공감하기",리지,재밌어요 넘버 하나하나 좋네요
3396,3456,5,choyebin***예매자,2022.06.13,조회 2,"공감 0
공감하기",마지막 공연 너무너무 행복했어요,최고의 뮤지컬 그저 행복했습니다
3397,3457,5,yeah4***예매자,2022.06.13,조회 2,"공감 0
공감하기",빠른 시일내 삼연,으로 돌아와주세요 사랑해요 갓리지
3398,3458,4,sgl990***예매자,2022.06.13,조회 3,"공감 0
공감하기",끝이라니,믿을수없어요제발 다같이 다시 와주세요기왕이면 빠른시일내에진짜 좋았던 작품
3399,3459,5,ehdus5***예매자,2022.06.13,조회 2,"공감 0
공감하기",뤠줴,너무 완벽한 자막이어서 행복했고 이렇게 슬픈 극인지 몰랐다 배우 분들 다들 또 리지 해주세요
3400,3460,5,lik3***예매자,2022.06.12,조회 5,"공감 1
공감하기",고마워요 리지,이렇게 시원하고 재밌는 뮤지컬은 처음이었어요 매일매일 관극 날을 기다리는게 설렌다는 기분도 처음 느껴봤구요 가성비 덕질만 하던 제가 모아 둔 돈을 다 털어서 본 뮤지컬도 처음이에요 배우들과 함께 울고 웃을 수 있던 시간들이 너무 소중했어요 다들 본인의 도끼를 찾고 본인을 누르는 어느것에서든 해방 되셨으면 좋겠습니다극 자체가 수위가 정말 높기도 하고 그 선에서 아슬한 줄타기를 한 배우들 너무 수고하셨어요 누군가에게는 불쾌할지도 모르는 예민한 주제들을 다룬 극에서 이렇게 많은 찬사를 받았다는건 정말 배우님들이 많이 연구하고 노력하신 결과이겠죠 좋은 극 만들어 주셔서 너무 감사합니다 리지에 나오신 배우님들 전캐 모두 본진 불애배 망태기에 넣어 왔어요 기작 기다릴게요 그리고 삼연에 다 같이 손잡고 와주기 사랑합니다
3401,3461,5,seoyi0***예매자,2022.06.12,조회 4,"공감 0
공감하기",리지 재연 마지막 관람라이브 후기,배우님들의 막공이라 아쉽긴했지만 마지막이 다가올수록 더 많은 것들을 보여주시는 배우님들 덕분에 정말 행복한 시간이었어요 마지막이라고 생각하니 그동안 보지 못했던 것들을 더 보게되었던 것 같아요 하얀새의 영혼때 왼쪽 소대에서 연기하는 엠마 막공이 다가와서 시도할 수 있었다던 성경책 찢는 테라스 앨리스 등 배우님들의 다양한 디테일들을 볼 수 있어서 너무 좋았어요 무대인사도 서서 들어서 그런지 기억이 잘 나진않지만 좋은 말씀 많이 해주셔서 감사합니다  특히 영미배우님께서 말씀해주셨던 뮤지컬 리지가 보여주고자 했던 연대에 대한 이야기가 인상적이었어요 좋은 공연 올려주셔서 감사드리고 원작자분들이 재밌게 보신것 같던데 제발 가 출시되면 좋겠네요 프레스콜 영상 길이 제한도 제발 풀어주셨으면 그리고 행복하게 3연을 기다릴 수 있도록 이벤트 당첨운이 생기면 좋겠어요 포토티켓도 손글씨티켓도 다 랜덤 1장이라 너무 아쉬웠거든요당일 캐스트 다줬으면 얼마나 좋았을까요물론 모든 배우님들을 사랑하지만 하나쯤은 제가 제일 좋아하는 캐릭터버전을 갖고싶었는데 제발 저에게도 운이라는게 생겼으면 좋겠습니다리지 3연이 빨리 오면 좋겠고 3연에는 한번도 안붙는 페어가 없었으면 좋겠네요
3402,3462,5,charlie***예매자,2022.06.12,조회 18,"공감 2
공감하기",리지 지독하게 사랑했,별안간 후기 쓰러 들어와서 판매종료 문구보고 벅벅 우는 여자 됨 정말 너무나도 사랑했습니다 여배우 넷이 나와서 살인도 하고 작당모의도 하고 사랑도하고 정말 너어어어어무 좋았어요 일단 뮤지컬중에 여성서사는 정말 정말 적을뿐 아니라 여자만 넷이 나오는 뮤지컬 리지가 유일하다는게 재연으로 와줘서 너무 고맙고 이런 극을 올려줘서 고마울 따름입니다 그리고 이 멋진 극을 더 더 멋지게 공연하기 위해 매일매일 노력해온 배우들 밴드 음향 조명팀 등 뒤에서 힘써주셨던 분들도 감사해요 솔직히 10일 11일 공연은 음향이랑 밴드 실수가 너어어무 많았어서 조금 화도 냈는데 이제 이것도 다 끝이라고 하니 너무 서운하고 마음이 허하고솔직히 극 수위가 많이 높고 또 가정폭력이라는 무거운 주제를 다루면서 그 주체가 되는 남성배우가 등장하지 않아 불쾌하지 않고 해방감을 더 느낄 수 있던 것 같아요 리지 칭찬해 또 앨리스라는 리지의 버팀목이자 연인으로 등장한 인물도 여성이라는 점에서 너무 좋았고 이유가 어찌 되었던 엠마도 브리짓도 결국 리지와 연대하게 되는 과정이 너무나도 짜릿하고 흥미진진했어요 무엇보다 넘버가 진짜 너무 좋아서 제발 오슷 내주세요 쇼노트 보고있나 오천만 관객들이 기다리고 있으니 제발 부탁해 그리고 마지막으로 융리지 율리지 려엠 쑤앨 영블 정말 가슴 찢기도록 사랑했다 삼연 꼭 와줘 섹시 수상 하녀 연강에 실존하심같이 울고 웃었던 3개월 행복했습니다 감사합니다 리지 다시 만나요 그때까지 열심히 돈 모아둘게 그땐 전관 찍을게 리지 엠마 앨리스 브리짓 너무 사랑해
3403,3463,5,one***예매자,2022.06.12,조회 11,"공감 0
공감하기",사랑하는 페어 ,제 최애페어 본공도 좋고 유리아 막공소감도 너무 좋았어요넘버중에 특히 올바른것 뒤틀린것 선택은 하나뿐 이라는 가사가 마음에 와닿아요아직 여성인권에 대한 소리가 사회적으로 올바르지 않고 때론 폭력적이고 이분법적이라고 손가락받지만 언젠간 맞다고 이야기할 수 있는 날이 왔으면 좋겠습니다여성의 연대라는 메세지를 가진 리지를 관객으로 보게 되어 너무 감사해요연대를 보여주는 장치가 서로가 서로에게 손을 뻗는것 같은 동작인것같은데앨리스와 리지가 서로가 계속 1막과 2막에서 손을 뻗지만 항상 얻나가다가결국에는 4명 모두 서로가 서로의 손이 맞닿게 되는 지점들이 너무 좋았어요특히 브릿짓이 언젠가는 다 말할래 할때 앨리스의 가슴에 손을 내밀고 마음을 위로해주고 그걸 받아서 앨리스가 가슴에 손을 얹을떄말하지않아도 눈빛과 손진만으로도 서로가 서로의 마음을 알고 이해해주고 위로해주는것 같아서 너무 좋아요리지 사랑해요 오슷주세요삼연주세요이페어 다시 주세요 
3404,3464,5,one***예매자,2022.06.12,조회 80,"공감 0
공감하기",리지 너무 좋아요,오슷주세요쇼노트 부탁드려요4인조 여성서사극 너무 좋아여이소정 여은 제이민 이영미 좋아요 삼연 빨리 왔으면여성으로만 구성된 극이 이렇게 잘 팔리고 너무 잘하고 짜릿하고 신나요이런 극을 발견하고 발전해서 가져온 쇼노트 너무 고마워요 특히 앨리스한테 너무 위로받아요 
3405,3465,5,skk2***예매자,2022.06.12,조회 7,"공감 1
공감하기",최고의 배우뮤지션스탭관객들과 함께하는 최고의 뮤지컬라이브 후기,좋아하는 극의 총막은 꼭 챙겨보는 관객인데 오늘의 여운은 꽤 오래 간직하고싶네요좋은 배우분들과 함께하는 거리두기가 끝난 후 나누는 공연은 정말 최고였습니다뮤지컬과 락을 사랑하는 사람으로서 페스티벌에서도 함께 즐기고싶은 음악과 자연스럽게 녹아드는 스토리와 연출 무엇하나 빠지지 않는 극입니다 특히 무더운 여름의 시작을 함께할수있어서 정말 좋았습니다 콘서트를 방불하는 컷콜은 정말 돈이 아깝지않을정도를 넘어서 혜자라고 느껴지구요무대인사에서 수연배우님이 말해주셨듯 많은 위안을 받았고 현실을 살아가면서 힘든일이 있을때 리지가 생각날것같습니다저를 포함한 관객분들이 스스로의 도끼로 각자의 삶의 어려움을 헤쳐 나가시길 바랍니다
3406,3466,5,cys0***예매자,2022.06.12,조회 15,"공감 2
공감하기",인생 최고의 뮤지컬이자 최대 회전작 리지 있어줄래 내곁에,3월에 자첫으로 20번을 채우고 오늘 이렇게 마지막으로 보내주게 되었는데 첫 공연때만해도 이렇게까지 진심이 될 줄 몰랐고 어제 그제 그리고 오늘 이렇게 네번의 배우막과 세미막 총막 무대인사를 거치며 내가 정말 이 극을 너무나도 많이 사랑했구나 느꼈어요 심지어 오늘 세미막공은 시작하자 마자 보든가때부터 눈물이 줄줄 나더라구요 평소에 정말 눈물이 없는 사람인데 저 열정적인 네명의 여자들이 무대를 꽉 채우고 있는 모습을 보는데 이제 이 모습을 보고 듣지 못한다는게 그냥 너무나도 슬펐어요 전성민 유리아 이소정 김려원 여은 제이민 김수연 유연정 이영미 최현선 배우님들 덕분에 쌀쌀하던 봄날부터 정말 관극 오기도 힘들만큼 너무나도 더웠던 어느 미친 여름날까지 매번 함께하며 너무나도 즐거웠고 행복했고 위로 받았고 정말로 오버없이 아 살아 있어서 다행이다 내가 이 극을 매일 보러 올 수 있음에 너무 감사하다는 생각을 했어요 날이 갈 수록 영블이 무인에서 말한거처럼 연대라는 주제가 뚜렷하게 보이더라구요 이 글을 쓰면서도 다시 생각하니까 또 눈물이 나는데 배우 한명 한명의 노선 그리고 캐릭터의 입장과 감정의 변화에 따른 의상체인지 타이밍 또 거의 송쓰루로 진행되는데 그 넘버들이 감정선을 하나도 해치지 않고 끌고 가는게 너무나도 완벽한 극이었어요 정말 성대 혹사극이라고 불릴만큼 엄청난 락 넘버들을 쉬는 시간도 없이 몰아치며 소화해준 배우님들 너무너무너무나도 수고 많으셨고 사랑하고 애정하고 감사합니다 덕분에 너무나도 행복한 3개월이었어요 커튼콜 함성 풀리던날을 잊지 못해요 정말 많은 사람들이 이 극을 보며 해방감을 느끼고 같이 즐기고 있다는 사실에 그리고 너무나도 신났던 넘버들과 정말 온힘을 다해 즐기는 배우들까지 정말 행복했습니다 아직 보낼 준비가 안됐는데 삼연까지 눈물로 지세울테니 꼭 빠른 시일내에 돌아와주기를 간절히 간절히 바랍니다 리지 사랑해
3407,3467,5,sujin6***예매자,2022.06.12,조회 5,"공감 1
공감하기",최고의 뮤지컬 리지라이브 후기,리지 덕분에 행복한 나날들이었습니다 여성락뮤의 저력을 보여 준 작품입니다 배우분들 관객분들과 함께 뛰어놀던 커튼콜은 제 인생의 가장 빛나는 순간이 될 것 같습니다 다음 시즌이 얼른 돌아왔으면 좋겠네요 리지 최고
3408,3468,5,topolog***예매자,2022.06.12,조회 12,"공감 1
공감하기",최고의 뮤지컬,볼 때마다 전율이 흐르는 것 같습니다 배우들 연기는 물론 넘버나 연출 모두 훌륭해서 보는 내내 즐거웠습니다
3409,3469,5,charade8***예매자,2022.06.12,조회 5,"공감 1
공감하기",은빛 날개를 달고 떠나버린 그녀들,내 마음을 이렇게 휘저어놓고 가버리다니 정말 심란합니다 나는 이제 어디서 이런 뮤지컬을 이 배우들을 보나
3410,3470,5,charade8***예매자,2022.06.12,조회 7,"공감 1
공감하기",중독적인 뮤지컬,이렇게 많이 볼 계획은 아니었는데 공연 한 번 볼 때마다 이렇게 끝낼 순 없어를 반복하다가 전캐를 다 찍고 말았어요갑갑함과 해방감 광기와 관능이 어우러진 멋진 극이었습니다내 맘도 이렇게 불태워버리고 떠나다니 보든가 안녕 리지 안녕
3411,3471,5,ioio8***예매자,2022.06.12,조회 9,"공감 1
공감하기",리지 안돼,끝나면 안돼처음 좋아하게 된 뮤지컬이 리지라서너무너무 행복했어요 멋진 배우님들 볼 수 있어서 영광이였구요어디 가지마시고 그대로 삼연에서 보는거에요
3412,3472,5,teali***예매자,2022.06.12,조회 30,"공감 1
공감하기",리지 덕분에 3달간 행복했어요 꼭 다시 만나요라이브 후기,오늘 리지 막공을 다녀왔습니다3월 마지막 주말에 설레면서 연강홀을 찾아갔던게 엊그제 같은데자첫 공연 보고 눈이 띠용 하고 뜨여서 집으로 돌아오는 길에 예매티켓 줄 세웠었죠그렇게 주말마다 연강홀을 다니며 세달동안 정말 행복했습니다제가 이렇게까지 회전문 빡세게 돈 작품은 처음이였는데매주 보아도 토요일 보고 일요일에 또 봐도 단 한번도 지루하거나 재미 없던 적이 없었어요리지라는 작품은 제게 매번 기쁨과 희열과 에너지를 주었으며일주일동안 돈 번다고 혐생을 이겨낸 저에게 주는 마치 선물 같았습니다저도 제가 락뮤지컬을 이렇게 좋아하는지는 리지를 보며 처음 알았네요그만큼 이 막공이 제게 더 감명깊게 느껴지는 것 같습니다뭐 하나 빠지는 게 없는 넘버들 광기와 애절함이 적절히 뒤섞여 살아 숨쉬는 듯한 연기력속이 뻥 뚫리는 듯한 파워풀한 성량과 고음 잔치어떻게 리지라는 작품을 잊을 수 있을까요저는 아직도 다음주에 또 연강홀 갈 것만 같습니다매주 그래왔듯 이동만 두시간 남짓한 지하철을 타고 종로5가역에 갈 것만 같습니다뮤덕의 마음을 조금도 몰라주는 아무개 누군가가그 더운 날 그렇게 멀리까지 가서 보고 올만한 작품이냐 제게 물으신다면마흔번 아니 마흔 한번 그렇다고 대답할 것입니다리지가 없는 주말이 다가오는 것이 두렵습니다또 다시 살기 위해 억지로 출근을 하고 혐생을 이어나가야 되지만그동안 제 스트레스를 해소해주었던 리지는 더이상 예매할 수가 없군요애꿎은 예매페이지만 들락날락하며 아쉬운 마음 혼자 달래고 있습니다그나저나 막공은 정말 환상적이였어요배우님들도 막공이라 그런지 힘을 더 주시는 듯한 느낌이였고관객분들도 더욱 크게 환호하고 박수 치고 지금껏 리지 공연 중에 단연 최고였습니다바다 건너 멀리어 오신 원작자 분들을 뵐 수 있어서 좋았고감독님을 포함해서 무대 뒤에서 열심히 연주해주시던 밴드분들 얼굴도 볼 수 있어 좋았습니다그리고 3연 약속해주신 브라이언님 사랑합니다리지가 이렇게 살아 숨쉬는 작품이 될 수 있었던 거는 위에 적은 분들 덕이라 생각합니다리지라는 작품이 있던 공간에 저도 함께였던 것이 기쁩니다막공을 지킬 수 있었던 것에 감사합니다비록 티켓팅 경쟁자였지만 객석을 가득 메워주신 관객분들께도 감사합니다리지 막공을 보고 나오니 모두에게 감사한 마음입니다3개월간 꿈을 꾼듯한 느낌이에요티켓을 열개 넘게 줄 세우며 아직 한참 남았다 헤헷 했던거 같은데벌써 막공 끝나고 사람 가득한 지하철 타고 집으로 돌아가고 있네요쇼노트 인터파크 감사합니다리지 막공 다녀오니까 기쁘면서도 마음이 공허해요하루라도 빨리 3연으로 돌아왔으면 합니다개인적인 바람은 매년 돌아왔으면 좋겠어요그럼 그 때는 지금보다 더 많이 더욱 빡세게 회전문 돌 거에요제가 약속 드릴게요 꼭 돌아와주세요진심 사랑했습니다 리지
3413,3473,5,rpdlqdkd***예매자,2022.06.12,조회 10,"공감 1
공감하기",짜릿한 공연,너무 재밌어요 막공이라니 믿기지않아요 꼭 다시 와주세요 오슷도내주시고 딥디도내주세요 헝헝 너무재밌었어요
3414,3474,5,cockice0***예매자,2022.06.12,조회 21,"공감 1
공감하기",연강문이 왈카닥 열린거야,연강홀 롹페스티벌 열어버리는 리지 보든가배우님들 모두가 그냥 연강홀 찢어버렸음 어서 삼연으로 돌아오세요진짜 스트레스 풀땐 보든가가 맛집입니다
3415,3475,5,syw020***,2022.06.12,조회 21,"공감 1
공감하기",제발,제발 삼연주세요 오늘 처음 보러갔는데 막공이라니 믿을 수 없어요 빠른시일내에 삼연주세요
3416,3476,5,bakerst2***예매자,2022.06.12,조회 13,"공감 1
공감하기",최고였어요,리지 마지막까지 정말 최고였습니다 다음 시즌도 빠른 시일 내에 볼 수 있었으면 좋겠어요
3417,3477,5,charade8***예매자,2022.06.12,조회 14,"공감 1
공감하기",짜릿한 퍼포먼스가 함께하는 공연,리지 끝나고 나면 이런 공연은 어디서 다시 보나썸바디의 광기 섀터케인과 벨벳그라스의 관능 있어줄래해줄래의 농밀함 톤턴에서의 13일과 너의 거친 꿈속으로의 해방감 등등 강렬한 노래와 안무와 표정과 연출 그리고 관객과 무대가 함께 하는 커튼콜 다함께 외치는 구호이런 것들을 어디서 다시 볼 수 있을까요
3418,3478,5,charade8***예매자,2022.06.12,조회 20,"공감 2
공감하기",이렇게 보낼 수 없어 연강홀 문 닫아 도끼 빼앗아,무대인사 한 분만 보내는데도 이렇게 마음이 아픈데 이제 막공이라니 믿을 수가 없네요 가지마로큰롤 뮤지컬이라는 걸 리지로 처음 접했는데 이제 락과 신나는 커튼콜에 중독되어서 헤어나올 수 없게 되었어요 배우 각자의 해석에 따라 자유도가 높은 극이어서 같은 인물에 같은 상황이어도 전혀 다른 장면처럼 느껴지기도 했는데 그 해석들이 전부 매력적이어서 더욱 헤어나올 수 없었네요 사실 전부 모르던 분들인데 지금은 한 분 한 분 모두 좋아하게 되고 말았어요 이런 위험한 작품을 공개적으로 올려도 되는 것인가 하지만 더 올려줘 제발 안 되면 영상이든 음원이든 남겨줘
3419,3479,5,qkqhqntjd***예매자,2022.06.12,조회 15,"공감 1
공감하기",자유를 찾는 보든가,네 명의 배우들 짱
3420,3480,5,losa9***,2022.06.12,조회 21,"공감 1
공감하기",벌써 막공,이번 리지 재연은 제게 너무 의미있는 극이었어요한번도 한 배우를 고정으로 30번을 넘게 본 적이 없었는데 이번 리지가 그런 공연이었거든요 이렇게 많이 보면서도 단 한번도 지루하거나 질린다고 느껴지지 않을 정도로 너무 완벽한 극이에요 물론 락페스티벌 같은 커튼콜도 한 몫 했지만요 너무 애정했던 극을 떠나보내는 건 매우 슬프지만 끝이 있어야 아름다운 거니까요 2022년 어느 미친 여름날 같은 공간에서 함께 호흡하고 즐길 수 있었던 것 만으로도 행복했습니다 굿바이 리지
3421,3481,5,jang9***예매자,2022.06.12,조회 20,"공감 1
공감하기",유리아 리지,진짜 유리아 리지 너무 사랑해요 컷콜 때 같이 뛰고 같이 떼창하고 같이 울고 사랑해요 배우님
3422,3482,5,jang9***예매자,2022.06.12,조회 16,"공감 1
공감하기",이츠학페어,진짜 이 갓 페어의 막공을 챙길 수 있어 행복했어요 초연에 이어 재연도 와주셔서 감사해요
3423,3483,5,8677***예매자,2022.06.12,조회 19,"공감 1
공감하기",이츠학페어 막공,막공까지 하루 남았다는게 실감이 안나요삼연때 꼭 다들 다시 오시길
3424,3484,5,qwe01***예매자,2022.06.12,조회 90,"공감 1
공감하기",당신들 사랑해요,진짜진짜 이렇게 좋아할 생각은 없었는데 보내기 싫어요 가지마요 돌아와 다른 극장 잡아서 연장해
3425,3485,5,qwe01***예매자,2022.06.12,조회 15,"공감 1
공감하기",또 오실거죠,나만 이렇게 연강홀에 놓고 떠나지 말아요
3426,3486,5,karah1***예매자,2022.06.12,조회 6,"공감 1
공감하기",굿,재밌었어요더 오래 해줬으면 좋을텐데
3427,3487,5,dbsghalse***예매자,2022.06.12,조회 6,"공감 1
공감하기",3연 기다립니다,율리지 없으면 안되니까 꼭 와주셔야해요
3428,3488,5,dbsghalse***예매자,2022.06.12,조회 5,"공감 1
공감하기",정말 최고였습니다,3연때 이 4분들 꼭 오셔야합니다
3429,3489,5,dwe***예매자,2022.06.12,조회 16,"공감 1
공감하기",진짜 레전드 뮤지컬,이런 뮤지컬 이제 봐서 너무 아쉽다 진짜 재밌고 배우들 실력 장난 아니고 관객과 함께 하는 커튼콜은 진짜 락페같은 느낌 특히 연정 배우님 첫 뮤지컬이라는데 노래와 연기 다 잘해서 놀랐다 지금 페어 그대로 다음에 또 봤으면
3430,3490,5,psyk***예매자,2022.06.12,조회 4,"공감 1
공감하기", 막공이라니,포츠학 막공 넘 감동이었어요삼연 때 또 꼭 같이 오라구요 제발요
3431,3491,5,leeh***예매자,2022.06.12,조회 12,"공감 1
공감하기",3개월간 일 수 있어서 행복했습니다,이 이야기가 무대라는 공간에 한정되지 않고 앵콜을 통해 객석까지 확장되는 것이 극장의 모든 사람이 가 되는 것이 좋아서 리지를 참 많이 보았습니다마지막까지 썸바디일 수 있어서 행복했습니다리지 삼연에도 썸바디로 함께할게요
3432,3492,5,kwone***예매자,2022.06.12,조회 8,"공감 1
공감하기",너무 재밌어요,현역 아이돌 나온대서 어떨까 기대했는데 연정앨리스가 생각보다 정말 사랑스럽고 햇살앨리쓰  연정이의 또 다른 매력도 알아가고 그 외에도 다른 매력적인 배우님을 알아갑니다 다시 보고싶어요
3433,3493,5,leeh***예매자,2022.06.12,조회 21,"공감 2
공감하기",리지를 보고 나니 내 손엔 웬 도끼가,두시간동안 리지가 자기를 둘러싼 것들을 어떻게 깨부수는지 생생하게 목격했다자신을 가두던 것들을 전부 도끼로 내려쳐 없애버리고 자유를 찾은 리지는은빛날개를 펴고 널 찾아 날아간다며 관객들을 향해 지켜주겠다고 말하고 도끼를 놓고 퇴장한다이제 우리 손에 도끼가 있다리지가 이 도끼로 무엇을 하는지 봤는데 엠마와 앨리스와 브리짓이 어떻게 헤쳐나가는지 봤는데 용기를 가지지 않을 사람이 있을까나보다 더 많은 시간을 살아온 언니들이 이 길로 와도 된다고 말해주는 것 같았다낡은 것들은 태우고 얼룩은 지우고 부당한 것은 부숴도 된다고우리가 먼저 와봤고 우리 함께 보았듯 아무것도 아니었다고 너도 걸어와도 된다고두려워할 필요 없다고내가 널 지켜줄게리지와 엠마 앨리스 브리짓이 건네준 도끼를 들고 마음껏 살아가야겠다
3434,3494,5,kwone***예매자,2022.06.12,조회 6,"공감 1
공감하기",뮤지컬,하늘아래 같은 공연 없다고 뒤늦게 입문해서 우다다다 보느라 조금 무리를 했지만 지나간 공연은 돌아오지 않으니까요  전혀 후회되지 않은 공연이었습니다
3435,3495,5,kwone***예매자,2022.06.12,조회 11,"공감 1
공감하기",락뮤 최고,둥둥거리는거 좋아하는데 송리스 락뮤로 첫 입문해서 거기에 여자와 연대와 동성애를 곁들인두 번 다시는 리지를 봤을 떄의 느낀 감정을 다시 겪을 수 없을 거 같아요 제발 딥디랑 오슷 내주세요
3436,3496,5,barogo1***예매자,2022.06.12,조회 9,"공감 1
공감하기",리지 같은 뮤지컬은 없다,리지는 뮤지컬 중에서도 정말 유일한 뮤지컬인것 같아요 이런 뮤지컬은 어디에서도 못 본 것 같습니다 수위가 높다지만 한순간도 놓치지 않고 보고 싶은 작품이었습니다 여러번을 재관람해도 질리지 않아요 배우님들의 연기가 그만큼 훌륭합니다  같은 역의 같은 배우님이라도 디테일은 항상 다르고 그걸 관객이 해석하며 보는 재미도 있어요 4명이라는 적은 인원이지만 다른 뮤지컬과 다름없이 꽉 채워지는 느낌을 받았습니다 배우님이 연기하는 감정이 저에게 그대로 전해져 화도 나고 속 시원하기도 하고 슬프고 사랑하고 배우와 관객이 하나가 되는 기분이기도 했습니다 커튼콜은 말할것도 없이 즐겁고 그 순간은 정말 행복했습니다 무대에서 모든 걸 쏟아내는 것이 느껴져 좋은 작품이 안 될 수가 없는 작품입니다 무엇보다 넘버도 다 좋고 락 뮤지컬이라는 호불호 있는 작품이라 해도 정말 감명깊게 봤습니다 공연해주신 배우님들 정말 감사하고 정말 멋있었습니다3월부터 보지못한게 평생 한입니다 
3437,3497,5,shn020***예매자,2022.06.12,조회 10,"공감 2
공감하기",유리아 리지라이브 후기,유리아배우님 삼연에도 리지 해주세요 제 마음속에도 율리지는 인생캐입니다12940110084650391008465039
3438,3498,5,hores***예매자,2022.06.12,조회 15,"공감 2
공감하기",리지 유리아 리지 막공라이브 후기,최고의 뮤지컬 최고의 배우유리아 삼연 꼭 돌아와주세요 
3439,3499,5,hores***예매자,2022.06.12,조회 7,"공감 1
공감하기",리지,리지이이
3440,3500,5,hores***예매자,2022.06.12,조회 8,"공감 1
공감하기",리지,리지 최고의 뮤지컬 사랑해
3441,3501,5,kgy130***예매자,2022.06.12,조회 8,"공감 1
공감하기",그냥 삼연으로 돌아와주면 돼,도 내주고 딥디도 줬음 좋겠어
3442,3502,5,dydrkftk***예매자,2022.06.12,조회 8,"공감 1
공감하기",리지최고 율려페어최고다,내일이 벌써 막공이라니 리지 못 보내 어디 가얼른 오슽 내주세요리지는 갓극
3443,3503,5,okqoral***예매자,2022.06.12,조회 7,"공감 1
공감하기",진짜 재밌어요,완전 신나요
3444,3504,5,okqoral***예매자,2022.06.12,조회 4,"공감 1
공감하기",리지 넘 재밌어요,빠른시일내에 또 돌아오길 
